BOOKMARK,COMMENT CREATED,FOLLOW,LIKE,VIEW,Virality,timestamp,authorPersonId,textWordCount,eventType_CONTENT REMOVED,eventType_CONTENT SHARED,contentType_HTML,contentType_RICH,contentType_VIDEO,lang_en,lang_es,lang_ja,lang_la,lang_pt
0.0,1.0,0.0,2.0,3.0,21.0,1463163606,3915038251784681624,164,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,1.0,2.0,41.0,1464867286,-2820994773540913369,193,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,6.0,6.0,1460146885,-1130272294246983140,53,0,1,0,1,0,0,0,0,0,1
1.0,0.0,0.0,3.0,23.0,135.0,1459796796,-2626634673110551643,402,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,6.0,10.0,1476367691,-4627026983118548639,1629,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,6.0,27.0,51.0,1479047250,-1032019229384696495,883,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,24.0,228.0,1459355897,3891637997717104548,1432,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,6.0,210.0,1470367462,3609194402293569455,556,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,6.0,106.0,1465527584,3609194402293569455,639,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,14.0,118.0,1461151658,-5374802517306837266,189,0,1,1,0,0,0,0,0,0,1
2.0,2.0,0.0,4.0,20.0,256.0,1463146408,-1443636648652872475,2108,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,2.0,7.0,150.0,1471436385,7580644064067188685,231,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,12.0,51.0,1464883264,3891637997717104548,365,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,13.0,17.0,1478196163,3891637997717104548,652,0,1,1,0,0,1,0,0,0,0
2.0,1.0,0.0,2.0,9.0,227.0,1462418320,-1032019229384696495,357,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,17.0,17.0,1473448212,-709287718034731589,753,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,1.0,3.0,132.0,1468529607,3609194402293569455,162,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,7.0,7.0,1459783051,-1443636648652872475,141,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1460995295,-2979881261169775358,55,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1485868862,-7496361692498935601,708,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,3.0,12.0,24.0,1485785501,8354413736311351349,509,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1485451418,6756039155228175109,327,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,3.0,31.0,78.0,1475173957,-1032019229384696495,432,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,2.0,31.0,239.0,1459538409,3622641762376806537,748,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,7.0,11.0,1484325733,3609194402293569455,474,0,1,1,0,0,0,0,0,0,1
0.0,4.0,2.0,8.0,78.0,200.0,1466112806,-1799631734242668035,380,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,7.0,77.0,205.0,1466012967,-9016528795238256703,199,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1460459917,-2979881261169775358,336,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,1.0,4.0,208.0,1462052926,-1443636648652872475,460,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,5.0,9.0,1475675925,3609194402293569455,230,0,1,1,0,0,0,0,0,0,1
4.0,1.0,3.0,11.0,78.0,607.0,1470916417,6013226412048763966,1047,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,3.0,47.0,259.0,1476702994,3609194402293569455,877,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,13.0,113.0,1461261450,-3596626804281480007,60,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1460865970,-1032019229384696495,219,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1460570144,3891637997717104548,308,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,13.0,152.0,1469763357,3609194402293569455,1129,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,5.0,24.0,144.0,1473791107,-331066625167168067,764,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,11.0,15.0,1460029138,-2979881261169775358,454,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,7.0,98.0,261.0,1477304783,-6627505417926774253,1500,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,50.0,150.0,1470415328,5127372011815639401,223,0,1,1,0,0,1,0,0,0,0
2.0,3.0,0.0,7.0,43.0,301.0,1462448930,1895326251577378793,543,0,1,1,0,0,0,0,0,0,1
0.0,2.0,2.0,2.0,33.0,111.0,1484576442,3609194402293569455,208,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,2.0,8.0,51.0,1470677636,3396828831632510915,449,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,7.0,11.0,1470221092,5598537709124463353,382,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,16.0,16.0,1459257924,-1443636648652872475,545,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,12.0,12.0,1467980673,6756039155228175109,1251,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,0.0,4.0,1461872220,6644119361202586331,509,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,2.0,10.0,43.0,1483375941,3217014177234377440,638,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,21.0,25.0,1482403973,-1836083230511905974,1476,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,13.0,152.0,1473332858,-1578287561410088674,265,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,1.0,19.0,58.0,1460574635,-1836083230511905974,520,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,26.0,26.0,1467946726,-48161796606086482,874,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,7.0,7.0,1459769707,-1443636648652872475,477,0,1,1,0,0,1,0,0,0,0
0.0,7.0,3.0,3.0,20.0,177.0,1486999803,5660542693104786364,2510,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,12.0,116.0,1477397357,3609194402293569455,332,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,5.0,5.0,1466532003,-2726721797588771398,875,0,1,0,1,0,0,0,0,0,1
1.0,0.0,1.0,2.0,15.0,148.0,1473474067,-1032019229384696495,1064,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,9.0,9.0,1465386296,3609194402293569455,131,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,16.0,16.0,1466511327,2290322765105220968,1070,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,5.0,23.0,113.0,1467984444,-1032019229384696495,552,0,1,1,0,0,0,0,0,1,0
2.0,3.0,0.0,1.0,13.0,247.0,1461961028,3829784524040647339,2011,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,18.0,118.0,1470872079,881856221521045800,50,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,3.0,72.0,154.0,1464790328,-1602833675167376798,313,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,6.0,106.0,1472233014,8759620187357735368,503,0,1,1,0,0,0,0,0,0,1
0.0,1.0,2.0,1.0,26.0,90.0,1476131269,-709287718034731589,401,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,19.0,123.0,1461334662,-1130272294246983140,1379,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,10.0,114.0,1467587816,2553895156129400476,125,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1478003701,3609194402293569455,428,0,1,1,0,0,0,0,0,0,1
2.0,0.0,0.0,4.0,20.0,236.0,1459427438,8414731042150985013,1063,0,1,1,0,0,1,0,0,0,0
1.0,1.0,2.0,4.0,55.0,231.0,1464890552,3609194402293569455,419,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,4.0,8.0,1460123280,-6316613156648676087,455,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,6.0,10.0,1463600500,-5823562314929634489,979,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,31.0,135.0,1466166471,-1578287561410088674,3529,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,13.0,160.0,247.0,1464034990,6644119361202586331,680,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,0.0,4.0,39.0,1467998016,3743121668889758064,1332,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,24.0,149.0,1461700852,7392990465409599343,1332,0,1,1,0,0,1,0,0,0,0
0.0,4.0,3.0,1.0,9.0,128.0,1470778720,881856221521045800,209,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,12.0,112.0,1469971192,3302556033962996625,299,0,1,1,0,0,1,0,0,0,0
0.0,2.0,0.0,0.0,9.0,29.0,1460722602,-1032019229384696495,461,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,7.0,11.0,1462560200,-1443636648652872475,837,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,46.0,75.0,1486034520,361614354650880527,2128,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,18.0,22.0,1464962577,-1443636648652872475,679,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1472555519,-8020832670974472349,1738,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,14.0,43.0,1462459441,5660542693104786364,1165,0,1,1,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,10.0,135.0,1474718275,6686977580828209471,1126,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1460996812,-1032019229384696495,915,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1462365269,8676130229735483748,387,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1474482384,3636910968448833585,1329,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,24.0,32.0,1476901039,-4627026983118548639,52,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,3.0,7.0,19.0,1478697562,-2820994773540913369,117,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,3.0,23.0,45.0,1463592284,-5868110530814399805,51,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,3.0,6.0,88.0,1470339658,-8694104221113176052,733,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,3.0,46.0,258.0,1477969370,-8020832670974472349,377,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,3.0,7.0,1468527993,8029287010580464803,420,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,6.0,6.0,1471529031,-1387464358334758758,177,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1467831035,8250502084456448386,355,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,19.0,119.0,1466735979,-9120685872592674274,183,0,1,1,0,0,1,0,0,0,0
4.0,2.0,2.0,7.0,92.0,590.0,1487257346,-4465926797008424436,572,0,1,1,0,0,1,0,0,0,0
0.0,9.0,0.0,5.0,46.0,156.0,1461715957,-1032019229384696495,1064,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,14.0,18.0,1462801664,6644119361202586331,266,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,6.0,145.0,1478007141,-1443636648652872475,709,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,0.0,32.0,57.0,1477657476,7645894863578715801,638,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,12.0,12.0,1487692411,3609194402293569455,862,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,2.0,12.0,20.0,1459956341,-1387464358334758758,118,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,12.0,16.0,1477416738,-709287718034731589,423,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1464203248,-2979881261169775358,242,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1480684920,-2525380383541287600,50,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,18.0,18.0,1464872155,8759620187357735368,3555,0,1,1,0,0,1,0,0,0,0
0.0,1.0,0.0,0.0,12.0,22.0,1463366432,-5868110530814399805,603,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1473715550,-1443636648652872475,840,0,1,1,0,0,1,0,0,0,0
2.0,1.0,1.0,18.0,134.0,441.0,1465827586,1895326251577378793,292,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,4.0,108.0,1460485221,3891637997717104548,424,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,36.0,40.0,1470403303,5127372011815639401,649,0,1,1,0,0,1,0,0,0,0
5.0,1.0,1.0,5.0,62.0,617.0,1473684520,6960073744377754728,3698,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,9.0,17.0,1462547179,-108842214936804958,531,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,29.0,33.0,1471927806,3609194402293569455,184,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,1.0,3.0,7.0,1464180810,3217014177234377440,149,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1486128294,3891637997717104548,770,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,27.0,31.0,1460489002,-5868110530814399805,376,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1472793548,8968131284214320024,284,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,0.0,21.0,221.0,1476963087,-331066625167168067,1694,0,1,1,0,0,1,0,0,0,0
3.0,0.0,0.0,1.0,32.0,336.0,1466176145,7645894863578715801,1182,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1460762872,-5527145562136413747,285,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,5.0,5.0,1468244424,7392990465409599343,928,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,7.0,7.0,1464718565,-1032019229384696495,705,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,7.0,7.0,1464723398,-1032019229384696495,705,1,0,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1459941719,4340306774493623681,577,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,8.0,112.0,1459654591,-1032019229384696495,651,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1460581355,-1032019229384696495,712,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1460566398,-2050699458865052139,57,1,0,0,0,1,0,0,0,0,1
0.0,0.0,0.0,2.0,23.0,31.0,1466612093,1908339160857512799,391,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,4.0,47.0,63.0,1464968625,3609194402293569455,204,0,1,1,0,0,0,0,0,0,1
0.0,3.0,3.0,5.0,15.0,140.0,1485433083,5660542693104786364,485,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,5.0,105.0,1460718043,-2979881261169775358,1399,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1459961256,-4243635261966794110,1391,0,1,1,0,0,1,0,0,0,0
1.0,4.0,4.0,9.0,100.0,376.0,1472833539,1766257854965201953,418,0,1,1,0,0,0,0,0,0,1
3.0,4.0,5.0,4.0,37.0,518.0,1473870933,-5527145562136413747,931,0,1,1,0,0,1,0,0,0,0
1.0,3.0,2.0,6.0,52.0,256.0,1464779739,1895326251577378793,420,0,1,1,0,0,0,0,0,0,1
1.0,0.0,1.0,5.0,25.0,170.0,1469022994,-2726721797588771398,276,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,0.0,5.0,30.0,1467858541,3217014177234377440,80,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,3.0,3.0,1478800470,-1443636648652872475,593,0,1,1,0,0,1,0,0,0,0
0.0,0.0,1.0,1.0,15.0,44.0,1459467851,-1032019229384696495,942,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,1.0,5.0,1467742416,-1352064057049251194,334,0,1,1,0,0,0,0,0,0,1
2.0,0.0,0.0,3.0,28.0,240.0,1461266375,-1032019229384696495,630,0,1,1,0,0,0,0,0,0,1
1.0,2.0,3.0,2.0,49.0,252.0,1483615325,3609194402293569455,1056,0,1,1,0,0,1,0,0,0,0
0.0,1.0,1.0,6.0,17.0,76.0,1467473120,-1032019229384696495,1353,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,2.0,3.0,211.0,1461171335,-108842214936804958,3034,0,1,1,0,0,1,0,0,0,0
4.0,0.0,0.0,5.0,31.0,451.0,1459446418,-8020832670974472349,915,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1481652506,3609194402293569455,422,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,21.0,125.0,1464880100,3891637997717104548,673,0,1,1,0,0,1,0,0,0,0
1.0,3.0,0.0,6.0,35.0,189.0,1462717594,-1032019229384696495,630,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,9.0,13.0,1462990655,3609194402293569455,984,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,10.0,10.0,1476825758,3609194402293569455,253,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,3.0,20.0,32.0,1467294936,-1443636648652872475,547,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,8.0,8.0,1464883060,3891637997717104548,485,0,1,1,0,0,1,0,0,0,0
3.0,0.0,0.0,1.0,32.0,336.0,1460485273,3891637997717104548,613,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,9.0,9.0,1469189509,5127372011815639401,1025,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,14.0,114.0,1469996705,3609194402293569455,2199,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,2.0,13.0,121.0,1459394988,3891637997717104548,806,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,9.0,13.0,1460667002,-5527145562136413747,1426,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,0.0,12.0,47.0,1474569182,3609194402293569455,195,0,1,1,0,0,0,0,0,0,1
1.0,9.0,4.0,4.0,68.0,374.0,1470339055,-1602833675167376798,498,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1467812536,4918484843075254252,202,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,20.0,124.0,1463058393,5598537709124463353,826,0,1,1,0,0,1,0,0,0,0
8.0,8.0,8.0,25.0,217.0,1397.0,1469678235,-3390049372067052505,454,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,36.0,40.0,1466424655,-1130272294246983140,168,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1475642769,8968131284214320024,198,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,2.0,2.0,1460706449,-1443636648652872475,524,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,11.0,11.0,1461013219,2416280733544962613,2883,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,24.0,24.0,1469748525,3302556033962996625,2290,0,1,1,0,0,1,0,0,0,0
2.0,3.0,4.0,10.0,77.0,447.0,1471550601,-1032019229384696495,1086,0,1,1,0,0,1,0,0,0,0
6.0,0.0,0.0,3.0,21.0,633.0,1465662152,-709287718034731589,805,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,2.0,32.0,140.0,1467823363,1895326251577378793,2582,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,2.0,18.0,26.0,1467995048,-1443636648652872475,690,0,1,1,0,0,1,0,0,0,0
4.0,0.0,0.0,7.0,75.0,503.0,1470657286,1895326251577378793,531,0,1,1,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,19.0,119.0,1466972000,-1032019229384696495,337,0,1,1,0,0,1,0,0,0,0
2.0,0.0,0.0,3.0,18.0,230.0,1463673639,3609194402293569455,665,0,1,1,0,0,1,0,0,0,0
0.0,2.0,2.0,0.0,5.0,75.0,1483554088,-5527145562136413747,945,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,3.0,25.0,137.0,1479749557,3609194402293569455,218,0,1,1,0,0,1,0,0,0,0
0.0,3.0,0.0,7.0,27.0,85.0,1461768016,-7531858294361854119,232,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,5.0,5.0,1459257584,1895326251577378793,293,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,8.0,112.0,1463660413,-1387464358334758758,244,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,8.0,8.0,1460134201,-1443636648652872475,266,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,4.0,4.0,1464353490,3609194402293569455,601,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1460556273,6003902177042843076,311,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,1.0,1.0,1460556291,6003902177042843076,311,1,0,1,0,0,0,0,0,0,1
1.0,3.0,0.0,3.0,22.0,164.0,1461346421,3609194402293569455,363,0,1,1,0,0,1,0,0,0,0
3.0,8.0,0.0,4.0,53.0,449.0,1462954505,-1032019229384696495,228,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,1.0,1.0,1473193030,-4432034906943587380,48,0,1,1,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,1.0,1.0,1473193058,-4432034906943587380,48,1,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,2.0,2.0,1478279910,-8845298781299428018,1081,0,1,1,0,0,1,0,0,0,0
1.0,1.0,1.0,1.0,23.0,162.0,1475150294,8420481937548705787,460,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,14.0,118.0,1475793493,3891637997717104548,929,0,1,1,0,0,1,0,0,0,0
7.0,2.0,2.0,8.0,61.0,863.0,1468340950,-4465926797008424436,1072,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,3.0,3.0,1462468827,8676130229735483748,388,0,1,1,0,0,1,0,0,0,0
3.0,0.0,1.0,1.0,22.0,351.0,1468352145,7645894863578715801,55,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,7.0,11.0,1463433384,-1032019229384696495,523,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,0.0,6.0,6.0,1467228870,-1352064057049251194,290,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,2.0,4.0,12.0,1473216992,881856221521045800,293,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,33.0,33.0,1469726407,-1352064057049251194,333,0,1,1,0,0,0,0,0,0,1
0.0,1.0,1.0,2.0,20.0,63.0,1464622041,-1130272294246983140,97,0,1,1,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,2.0,2.0,1477834435,-1443636648652872475,794,0,1,1,0,0,1,0,0,0,0
0.0,0.0,0.0,1.0,20.0,24.0,1466985182,-1443636648652872475,895,0,1,1,0,0,1,0,0,0,0
